clearinghouse_id,system_name,county,population,service_connections,total_population,clearinghouse_water_type
CA1000019,FCSA #30/EL PORVENIR,FRESNO,241,56,241,Surface Water
CA0910013,GEORGETOWN DIVIDE PUD,EL DORADO,9409,3775,9409,Surface Water
CA0910007,LUKINS BROTHERS WATER COMPANY,EL DORADO,3267,991,3267,"Consecutive Connections,Groundwater & GWUDI"
CA0910015,TAHOE KEYS WATER COMPANY,EL DORADO,1420,1566,1420,"Consecutive Connections,Groundwater & GWUDI"
CA0910018,EL DORADO ID - OUTINGDALE,EL DORADO,535,191,535,"Hauled Water,Surface Water"
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,FRESNO,375,107,375,Consecutive Connections
CA1000471,FCSA #39 A&B,FRESNO,395,141,395,Consecutive Connections
CA1000359,FCSA #32/CANTUA CREEK,FRESNO,462,79,462,Surface Water
CA1000546,FCSA #49/ FIVE POINTS,FRESNO,440,46,440,Surface Water
CA1009039,PAPPAS & CO (MENDOTA),FRESNO,27,13,27,Surface Water
CA1000213,HARRIS FARMS/HORSE BARN,FRESNO,98,20,98,Surface Water
CA1010003,CITY OF CLOVIS,FRESNO,125722,39002,125722,"Groundwater & GWUDI,Surface Water"
CA1009222,TERRA LINDA FARMS,FRESNO,80,12,80,Surface Water
CA1000345,PANOCHE WATER DISTRICT,FRESNO,146,50,146,Surface Water
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",FRESNO,2427,388,2427,"Groundwater & GWUDI,Surface Water"
CA1000484,FCSA #34/ MILLERTON NEW TOWN,FRESNO,876,393,876,"Groundwater & GWUDI,Surface Water"
CA1009028,HARRIS FARMS SOUTH #101-144,FRESNO,182,29,182,Surface Water
CA1009111,SCE/BIG CREEK POWERHOUSE #1,FRESNO,126,76,126,Surface Water
CA1009027,HARRIS FARMS HEADQUARTERS,FRESNO,140,50,140,Surface Water
CA1009214,WESTSIDE HARVESTING,FRESNO,72,24,72,Surface Water
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,41000,160,41000,"Consecutive Connections,Groundwater & GWUDI"
CA1009023,BRITZ/COLUSA,FRESNO,85,15,85,Surface Water
CA1010004,COALINGA-CITY,FRESNO,17277,4026,17277,Surface Water
CA1009232,"CC FARMS, LLC.",FRESNO,82,19,82,Surface Water
CA1009078,HARRIS FEEDING COMPANY,FRESNO,222,20,222,Surface Water
CA1100616,ELK CREEK COMMUNITY S.D.,GLENN,212,92,159,"Hauled Water,Surface Water"
CA1010007,CITY OF FRESNO,FRESNO,545466,139212,545466,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1200544,REDCREST WATER WORKS,HUMBOLDT,116,35,116,Surface Water
CA1200553,WEOTT C.S.D.,HUMBOLDT,456,128,456,Surface Water
CA1200501,ALDERPOINT COUNTY WATER,HUMBOLDT,219,86,219,Surface Water
CA1200566,ORLEANS MUTUAL WATER COMPANY,HUMBOLDT,85,38,85,Surface Water
CA1010051,FCWWD #18/FRIANT,FRESNO,772,251,772,Surface Water
CA1010044,"HURON, CITY OF",FRESNO,9306,945,9306,Surface Water
CA1200729,ORLEANS C.S.D.,HUMBOLDT,636,167,636,Surface Water
CA1210002,"BLUE LAKE, CITY OF",HUMBOLDT,1245,690,1245,Consecutive Connections
CA1210012,"RIO DELL, CITY OF",HUMBOLDT,3300,1284,3300,"Groundwater & GWUDI,Surface Water"
CA1210008,GARBERVILLE SANITARY DISTRICT,HUMBOLDT,913,460,913,"Groundwater & GWUDI,Surface Water"
CA1210009,HUMBOLDT C.S.D.,HUMBOLDT,19726,7973,19726,"Consecutive Connections,Groundwater & GWUDI"
CA1210011,REDWAY C.S.D.,HUMBOLDT,1207,569,1207,"Groundwater & GWUDI,Surface Water"
CA1200643,BEACH CREEK MOBILE HOME PARK,HUMBOLDT,67,24,67,Surface Water
CA1210017,MANILA COMMUNITY SERVICES DIST.,HUMBOLDT,750,362,750,Consecutive Connections
CA1200706,TRINIDAD EXTENDED STAY RV,HUMBOLDT,130,72,130,"Hauled Water,Surface Water"
CA1300018,GATEWAY,IMPERIAL,1800,55,1800,Surface Water
CA1200587,BRICELAND C.S.D.,HUMBOLDT,75,27,75,Surface Water
CA1200671,BENBOW-DEL ORO W.C.,HUMBOLDT,399,121,399,Surface Water
CA1300575,DATE GARDENS MOBILE HOME PARK,IMPERIAL,101,72,101,Surface Water
CA1310005,"HOLTVILLE, CITY OF",IMPERIAL,6355,1624,6355,Consecutive Connections
CA1310007,HEBER PUBLIC UTILITY DISTRICT,IMPERIAL,6979,1675,6979,Consecutive Connections
CA1206002,PALOMINO ESTATES WATER COMPANY,HUMBOLDT,64,19,64,Surface Water
CA1210010,SCOTIA CSD,HUMBOLDT,906,304,906,Surface Water
CA1210001,"ARCATA, CITY OF",HUMBOLDT,20359,6115,20359,"Consecutive Connections,Groundwater & GWUDI"
CA1310008,"WESTMORLAND, CITY OF",IMPERIAL,2202,582,2202,Consecutive Connections
CA1210021,JACOBY CREEK CSD,HUMBOLDT,927,331,927,Consecutive Connections
CA1210022,RESORT IMPROVEMENT DISTRICT #1,HUMBOLDT,803,656,803,"Groundwater & GWUDI,Spring Water,Surface Water"
CA1210004,"EUREKA, CITY OF",HUMBOLDT,27078,10412,27078,Consecutive Connections
CA1210016,MCKINLEYVILLE C.S.D.,HUMBOLDT,16900,5955,16900,Consecutive Connections
CA1300550,COUNTRY LIFE MH & RV PARK,IMPERIAL,600,160,600,Surface Water
CA1400066,ASPENDELL MUTUAL WATER COMPANY,INYO,60,94,60,"Consecutive Connections,Groundwater & GWUDI"
CA1210024,WESTHAVEN C.S.D.,HUMBOLDT,490,228,490,"Groundwater & GWUDI,Surface Water"
CA1210020,FIELDBROOK GLENDALE C.S.D.,HUMBOLDT,1845,561,1845,Consecutive Connections
CA1300626,SUNBEAM LAKE RV RESORT,IMPERIAL,650,1,650,Consecutive Connections
CA1300628,IMPERIAL LAKES INC.,IMPERIAL,40,15,40,Surface Water
CA1310003,GSWC - CALIPATRIA,IMPERIAL,7412,1163,7412,Consecutive Connections
CA1310013,SEELEY CWD,IMPERIAL,1729,405,1729,Consecutive Connections
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,IMPERIAL,630,69,630,Surface Water
CA1310801,CENTINELA STATE PRISON,IMPERIAL,3800,2001,3800,Consecutive Connections
CA1300572,VALLEY MOBILE HOME PARK,IMPERIAL,70,22,70,Surface Water
CA1410009,INYO COUNTY PWD - LONE PINE,INYO,1835,503,1835,Consecutive Connections
CA1310002,"CALEXICO, CITY OF",IMPERIAL,40357,8573,40357,Consecutive Connections
CA1310006,"IMPERIAL, CITY OF",IMPERIAL,21347,6819,21347,Consecutive Connections
CA1310800,CALIPATRIA STATE PRISON,IMPERIAL,4800,1979,4800,Consecutive Connections
CA1500324,WONDER ACRES WATER SYSTEM,KERN,92,34,92,Consecutive Connections
CA1500290,NORTH MUROC MUTUAL WATER COMPANY,KERN,270,198,270,"Consecutive Connections,Groundwater & GWUDI"
CA1500378,MAHER MUTUAL WATER COMPANY,KERN,150,50,150,"Consecutive Connections,Groundwater & GWUDI"
CA1500452,RIVERDALE VILLAGE,KERN,750,290,750,"Consecutive Connections,Groundwater & GWUDI"
CA1500364,KERNVALE MUTUAL WATER CO,KERN,75,32,75,Consecutive Connections
CA1410006,BIG PINE CSD,INYO,792,323,792,Consecutive Connections
CA1500546,HARVEST MOON MUTUAL WATER CO,KERN,138,49,138,"Consecutive Connections,Groundwater & GWUDI"
CA1500535,MANON MANOR MUTUAL WATER COMPANY,KERN,200,55,200,"Consecutive Connections,Groundwater & GWUDI"
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,CONTRA COSTA,1,1,1,Consecutive Connections
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,KERN,500,130,500,Consecutive Connections
CA1510032,"CALIFORNIA CITY, CITY OF",KERN,14198,4570,14198,"Consecutive Connections,Groundwater & GWUDI"
CA1510002,BORON CSD,KERN,2253,641,2253,"Consecutive Connections,Groundwater & GWUDI"
CA1510004,"CASA LOMA WATER CO, INC.",KERN,900,248,900,"Consecutive Connections,Groundwater & GWUDI"
CA1510031,"BAKERSFIELD, CITY OF",KERN,156770,49780,156770,"Consecutive Connections,Groundwater & GWUDI"
CA1510018,ROSAMOND CSD,KERN,17516,5280,17516,"Consecutive Connections,Groundwater & GWUDI"
CA1510040,KERN COUNTY WATER AGENCY,KERN,0,4,0,"Groundwater & GWUDI,Surface Water"
CA1510033,CWS - KERNVILLE,KERN,2602,1904,2602,"Groundwater & GWUDI,Surface Water"
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,KERN,0,16,0,Surface Water
CA1510027,DESERT LAKE COMM SERV DIST,KERN,968,242,968,"Consecutive Connections,Groundwater & GWUDI"
CA1510045,GOLDEN HILLS CSD,KERN,9808,2972,9808,"Consecutive Connections,Groundwater & GWUDI"
CA1510055,CWS - NORTH GARDEN,KERN,22620,8339,22620,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,KERN,4800,1380,4800,"Consecutive Connections,Groundwater & GWUDI"
CA1510006,EAST NILES CSD,KERN,32517,8126,32517,"Consecutive Connections,Groundwater & GWUDI"
CA1510014,MOJAVE PUD,KERN,4699,1201,4699,"Consecutive Connections,Groundwater & GWUDI"
CA1600023,AZCAL MANAGEMENT CO,KINGS,73,21,73,Surface Water
CA1510020,"TEHACHAPI, CITY OF",KERN,9094,3472,9094,"Consecutive Connections,Groundwater & GWUDI,Hauled Water"
CA1700546,CLEAR WATER MUTUAL WATER COMPANY,LAKE,252,89,252,Surface Water
CA1700609,LAZY S MOBILE RANCH,LAKE,73,24,73,Surface Water
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,LAKE,550,246,550,Surface Water
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,LAKE,2359,2120,2359,Surface Water
CA1710003,HIGHLANDS MUTUAL WATER COMPANY,LAKE,9510,2882,9510,"Consecutive Connections,Hauled Water,Surface Water"
CA1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,LAKE,4145,1256,4145,"Consecutive Connections,Surface Water"
CA1510042,MOUNTAIN MESA WC,KERN,777,376,777,"Consecutive Connections,Groundwater & GWUDI"
CA1610009,KETTLEMAN CITY CSD,KINGS,1136,352,1136,"Groundwater & GWUDI,Hauled Water,Surface Water"
CA1710004,"LAKEPORT, CITY OF",LAKE,4762,2314,4762,"Groundwater & GWUDI,Surface Water"
CA0910003,"PLACERVILLE, CITY OF - MAIN",EL DORADO,9224,2805,9224,Consecutive Connections
CA1710006,KONOCTI COUNTY WATER DISTRICT,LAKE,5928,1807,5928,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1510052,NORTH EDWARDS WD,KERN,716,217,716,"Consecutive Connections,Groundwater & GWUDI"
CA1710014,MT. KONOCTI MUTUAL WATER COMPANY,LAKE,4360,1595,4360,Surface Water
CA1710022,LAKE COUNTY CSA 20 - SODA BAY,LAKE,2003,607,2003,Surface Water
CA1510003,CWS - BAKERSFIELD,KERN,266213,64693,266213,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1610002,"AVENAL, CITY OF",KINGS,13819,2082,13819,Surface Water
CA1610700,LEMOORE NAVAL AIR STATION,KINGS,14000,1396,14000,"Groundwater & GWUDI,Surface Water"
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,LAKE,30,24,30,Surface Water
CA1000004,BELMONT WATER CORPORATION,FRESNO,264,40,264,"Consecutive Connections,Groundwater & GWUDI"
CA1900542,"LOS ANGELES, CITY OF - POWER PLANT #2",LOS ANGELES,44,17,44,Surface Water
CA1700584,WESTWIND MOBILE HOME PARK,LAKE,104,38,104,Surface Water
CA1510017,INDIAN WELLS VALLEY W.D.,KERN,39478,12513,39478,"Consecutive Connections,Groundwater & GWUDI"
CA1900301,SHADOW ACRES MUTUAL WATER COMPANY,LOS ANGELES,450,163,450,"Consecutive Connections,Groundwater & GWUDI"
CA1710008,NICE MUTUAL WATER COMPANY,LAKE,2731,1069,2731,Surface Water
CA1710011,BUCKINGHAM PARK WATER DISTRICT,LAKE,1508,457,1508,Surface Water
CA1710002,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,LAKE,4617,2124,4617,"Consecutive Connections,Surface Water"
CA1910002,AMARILLO MUTUAL WATER COMPANY,LOS ANGELES,3134,625,3134,"Consecutive Connections,Groundwater & GWUDI"
CA1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,LAKE,1601,485,1601,Surface Water
CA1910013,BELLFLOWER - SOMERSET MWC,LOS ANGELES,46300,6985,46300,"Consecutive Connections,Groundwater & GWUDI"
CA1910021,LIBERTY UTILITIES - COMPTON,LOS ANGELES,23802,7006,23802,"Consecutive Connections,Groundwater & GWUDI"
CA1900046,PETER PITCHESS HONOR RANCHO DETN. CTR,LOS ANGELES,7000,1952,7000,"Consecutive Connections,Groundwater & GWUDI"
CA1910022,CALIF STATE POLYTECHNICAL UNIV - POMONA,LOS ANGELES,36455,968,36455,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910001,CITY OF ALHAMBRA,LOS ANGELES,83750,17735,83750,"Consecutive Connections,Groundwater & GWUDI"
CA1910003,CITY OF ARCADIA,LOS ANGELES,44738,14488,44738,"Consecutive Connections,Groundwater & GWUDI"
CA1900102,WESTSIDE PARK MUTUAL WATER,LOS ANGELES,495,167,495,"Consecutive Connections,Groundwater & GWUDI"
CA1910011,"GSWC - BELL, BELL GARDENS",LOS ANGELES,54309,7420,54309,"Consecutive Connections,Groundwater & GWUDI"
CA1910046,SUBURBAN WATER SYSTEMS-GLENDORA,LOS ANGELES,5249,1554,5249,Consecutive Connections
CA1910020,CAL-AM WATER COMPANY - EAST PASADENA,LOS ANGELES,9949,2979,9949,"Consecutive Connections,Groundwater & GWUDI"
CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,LOS ANGELES,5999,1817,5999,"Consecutive Connections,Groundwater & GWUDI"
CA1900523,WHITE FENCE FARMS MWC NO.3,LOS ANGELES,749,253,749,"Consecutive Connections,Groundwater & GWUDI"
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",LOS ANGELES,870,368,870,"Consecutive Connections,Groundwater & GWUDI"
CA1910032,FOOTHILL MUNICIPAL WATER DIST.,LOS ANGELES,0,7,0,Consecutive Connections
CA1900555,"LOS ANGELES, CITY OF - POWER PLANT #1",LOS ANGELES,29,19,29,Surface Water
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",LOS ANGELES,621,244,621,"Consecutive Connections,Groundwater & GWUDI"
CA1910064,LITTLEROCK CREEK IRRIGATION DIST.,LOS ANGELES,2985,1273,2985,"Consecutive Connections,Groundwater & GWUDI"
CA1910034,"DOWNEY - CITY, WATER DEPT.",LOS ANGELES,109946,23489,109946,"Consecutive Connections,Groundwater & GWUDI"
CA1910072,GSWC - WILLOWBROOK,LOS ANGELES,10615,1445,10615,"Consecutive Connections,Groundwater & GWUDI"
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",LOS ANGELES,40600,9473,40600,"Consecutive Connections,Groundwater & GWUDI"
CA1900809,LANDALE MUTUAL WATER COMPANY,LOS ANGELES,571,173,571,"Consecutive Connections,Groundwater & GWUDI"
CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,LOS ANGELES,0,26,0,"Groundwater & GWUDI,Surface Water"
CA1910087,METROPOLITAN WATER DIST. OF SO. CAL.,LOS ANGELES,0,308,0,"Groundwater & GWUDI,Surface Water"
CA1910091,MONTEBELLO LAND & WATER CO.,LOS ANGELES,26554,3957,26554,"Consecutive Connections,Groundwater & GWUDI"
CA1900803,EL DORADO MUTUAL WATER CO.,LOS ANGELES,660,240,660,"Consecutive Connections,Groundwater & GWUDI"
CA1910101,ORCHARD DALE WATER DISTRICT,LOS ANGELES,25000,4331,25000,Consecutive Connections
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",LOS ANGELES,82041,15972,82041,"Consecutive Connections,Groundwater & GWUDI"
CA1910052,CAL/AM WATER COMPANY - BALDWIN HILLS,LOS ANGELES,20859,6192,20859,"Consecutive Connections,Groundwater & GWUDI"
CA1910103,PALM RANCH IRRIGATION DIST.,LOS ANGELES,5507,1712,5507,"Consecutive Connections,Groundwater & GWUDI"
CA1510701,EDWARDS AFB - MAIN BASE,KERN,12355,1088,12355,"Consecutive Connections,Groundwater & GWUDI"
CA1910060,LA PUENTE VALLEY CWD,LOS ANGELES,8213,2489,8213,"Consecutive Connections,Groundwater & GWUDI"
CA1910054,LA CANADA IRRIGATION DIST.,LOS ANGELES,9300,2949,9300,"Consecutive Connections,Groundwater & GWUDI"
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",LOS ANGELES,55200,7129,55200,"Consecutive Connections,Groundwater & GWUDI"
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",LOS ANGELES,12620,3661,12620,"Consecutive Connections,Groundwater & GWUDI"
CA1910061,LAS FLORES WATER CO.,LOS ANGELES,4847,1479,4847,"Consecutive Connections,Groundwater & GWUDI"
CA1910007,AZUSA LIGHT AND WATER,LOS ANGELES,110044,23102,110044,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",LOS ANGELES,3868811,707681,3868811,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910143,"SAN FERNANDO-CITY, WATER DEPT.",LOS ANGELES,23946,5350,23946,"Consecutive Connections,Groundwater & GWUDI"
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",LOS ANGELES,11795,3051,11795,"Consecutive Connections,Groundwater & GWUDI"
CA1910155,GSWC - SOUTHWEST,LOS ANGELES,275369,52481,275369,"Consecutive Connections,Groundwater & GWUDI"
CA1910108,CITY OF BELL GARDENS,LOS ANGELES,11292,1688,11292,"Consecutive Connections,Groundwater & GWUDI"
CA1910086,MAYWOOD MUTUAL WATER CO. #3,LOS ANGELES,9500,2014,9500,"Consecutive Connections,Groundwater & GWUDI"
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,LOS ANGELES,6111,1852,6111,"Consecutive Connections,Groundwater & GWUDI"
CA1910169,WALNUT PARK MUTUAL WATER CO.,LOS ANGELES,16180,2832,16180,"Consecutive Connections,Groundwater & GWUDI"
CA1910173,"WHITTIER-CITY, WATER DEPT.",LOS ANGELES,49954,11997,49954,"Consecutive Connections,Groundwater & GWUDI"
CA1910036,CALIFORNIA WATER SERVICE CO. - ELA,LOS ANGELES,151902,26258,151902,"Consecutive Connections,Groundwater & GWUDI"
CA1910096,SANTA CLARITA VALLEY W.A.-NEWHALL DIV.,LOS ANGELES,17154,3862,17154,"Consecutive Connections,Groundwater & GWUDI"
CA1910134,CALIFORNIA WATER SERVICE CO. - HERM/REDO,LOS ANGELES,96657,26751,96657,"Consecutive Connections,Groundwater & GWUDI"
CA1910012,BELLFLOWER HOME GARDEN WATER COMPANY,LOS ANGELES,1129,342,1129,Consecutive Connections
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,LOS ANGELES,9600,3128,9600,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,LOS ANGELES,254300,46215,254300,"Consecutive Connections,Groundwater & GWUDI"
CA1910030,GSWC - CULVER CITY,LOS ANGELES,38029,9334,38029,"Consecutive Connections,Groundwater & GWUDI"
CA1910212,GSWC-SOUTH ARCADIA,LOS ANGELES,26688,7583,26688,"Consecutive Connections,Groundwater & GWUDI"
CA1910056,LAKE ELIZABETH MUTUAL WATER CO.,LOS ANGELES,1790,725,1790,"Consecutive Connections,Groundwater & GWUDI"
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,LOS ANGELES,15021,2346,15021,"Consecutive Connections,Groundwater & GWUDI"
CA1910065,LONG BEACH UTILITIES DEPARTMENT,LOS ANGELES,460682,90168,460682,"Consecutive Connections,Groundwater & GWUDI"
CA1910139,CAL/AM WATER COMPANY - SAN MARINO,LOS ANGELES,47731,14255,47731,"Consecutive Connections,Groundwater & GWUDI"
CA1910234,WALNUT VALLEY WATER DISTRICT,LOS ANGELES,100449,27479,100449,Consecutive Connections
CA1910038,"EL MONTE-CITY, WATER DEPT.",LOS ANGELES,22968,3528,22968,"Consecutive Connections,Groundwater & GWUDI"
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",LOS ANGELES,93076,17020,93076,"Consecutive Connections,Groundwater & GWUDI"
CA1910079,"LYNWOOD-CITY, WATER DEPT.",LOS ANGELES,66967,9277,66967,"Consecutive Connections,Groundwater & GWUDI"
CA1910047,HAWTHORNE-CITY WATER DEPT.,LOS ANGELES,44729,6215,44729,"Consecutive Connections,Groundwater & GWUDI"
CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",LOS ANGELES,15275,5489,15275,"Consecutive Connections,Groundwater & GWUDI"
